"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"103",0.898737372408687,0.00666119282936811,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",5,"nDH24","Ne600","varE1"
"104",0.88115587495277,0.00624124264538833,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",6,"nDH24","Ne600","varE1"
"105",0.837658703825571,0.00643523450376543,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",7,"nDH24","Ne600","varE1"
"106",0.983883457717673,0.00538677360836364,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",1,"nDH24","Ne600","varE1"
"107",0.995238321297605,0.00656907655410395,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",2,"nDH24","Ne600","varE1"
"108",0.943794744420433,0.00673679569579317,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",3,"nDH24","Ne600","varE1"
"109",0.955306368680693,0.00744209771531391,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",4,"nDH24","Ne600","varE1"
"110",0.915333821001661,0.00664158832879478,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",5,"nDH24","Ne600","varE1"
"111",0.924646946110194,0.00676774158489778,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",6,"nDH24","Ne600","varE1"
"112",0.896143021099453,0.00670505341630586,"./rand_400_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"2yr",7,"nDH24","Ne600","varE1"
"113",0.97629312545974,0.00449119887521214,"./pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP.csv","pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP","pheno",1000,"1yr",1,"nDH24","Ne60","varE4"
"114",0.972674620062293,0.00353888931884085,"./pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP.csv","pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP","pheno",1000,"1yr",2,"nDH24","Ne60","varE4"
"115",0.931986810601629,0.00379520772710755,"./pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP.csv","pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP","pheno",1000,"1yr",3,"nDH24","Ne60","varE4"
"116",0.909700328184538,0.00415268430349518,"./pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP.csv","pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP","pheno",1000,"1yr",4,"nDH24","Ne60","varE4"
"117",0.893951081101892,0.00471956823233476,"./pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP.csv","pheno_1000_1yr_nDH24_varE4_Ne60_Sd_GP","pheno",1000,"1yr",5,"nDH24","Ne60","varE4"
